item,cate_1_name,cate_2_name,cate_3_name
农家蒸土鸡蛋,菜品,热菜,
宫保鸡丁,菜品,热菜,
招牌土窑鸡（只）,菜品,热菜,
片皮烤鸭 （饼 酱 黄瓜 白葱）,菜品,热菜,
地三鲜,菜品,热菜,
椒麻石锅鸡,菜品,热菜,
辣椒炒瘦肉☀超级香,菜品,热菜,
喷香烤鸭,菜品,热菜,
【双拼自选】两荤菜➕1素菜任选【嘎嘎好吃】（饭管够儿）,菜品,热菜,
草芽—川肉—香酥（有豌豆尖）,菜品,热菜,
清炒菠菜叶,菜品,热菜,
必选口味,菜品,热菜,
酸辣笋尖【浇头】,菜品,热菜,
鲜嫩里脊焖锅（酱香)➕六种配菜➕米饭,菜品,热菜,
金良酸菜鱼小份不含米饭,菜品,热菜,
【小稻简餐】随心选【13自选4种】,菜品,热菜,
排骨,菜品,热菜,
香干炒肉,菜品,热菜,
单人套餐（老狼大盘鸡单人份（送一份拉条面）,菜品,热菜,
佳佳炸猪排（一律不切）一块,菜品,热菜,
西红柿炒蛋份,菜品,热菜,
小份鸡公煲（不含米饭）,菜品,热菜,
新派鱼香肉丝,菜品,热菜,
烧土豆块,菜品,热菜,
金针菇0.9元/两,菜品,热菜,
酸菜鱼单人餐,菜品,热菜,
小炒走地鸡,菜品,热菜,
鱼香肉丝,菜品,热菜,
绝味烤鸭|香酥鸭,菜品,热菜,
手撕烤鸭整只撕好,菜品,热菜,
辣子鸡,菜品,热菜,
仲三风味烤鸡,菜品,热菜,
元气满满牛肉砂锅,菜品,热菜,
✨伴鸡随心配,菜品,热菜,
辣子鸡（不可免辣）,菜品,热菜,
生烫牛肉,菜品,热菜,
醋肉,菜品,热菜,
瓦香鸡,菜品,热菜,
点亮收藏店铺0.1精选荤菜6选1（限一份，多点不送~）,菜品,热菜,
青椒土豆丝,菜品,热菜,
荷东官荷包鸡《秘制蜜汁风味荷包鸡整只 》,菜品,热菜,
汤汁臭豆腐（小份）,菜品,热菜,
柯豆腐,菜品,热菜,
吃法铁板烧,菜品,热菜,
瓦香鸡➕米饭,菜品,热菜,
三荤两素菜品随机（含米饭）,菜品,热菜,
秘制炸排骨拼肉条大份（200克）,菜品,热菜,
炸蛋,菜品,热菜,
【店铺招牌】香辣水煮肉片+半斤配菜+米饭,菜品,热菜,
肉末芙蓉蒸蛋,菜品,热菜,
重庆鸡公煲+米饭,菜品,热菜,
脆皮豆腐(12条),菜品,热菜,
糖炒栗子(迁西)500克,菜品,热菜,
【下饭！就是下饭！】香煎荷包蛋,菜品,热菜,
热销时蔬,菜品,热菜,
烤鸭半只+米饭+小菜,菜品,热菜,
国足臭豆腐一份10块豆腐,菜品,热菜,
小酥肉约[50克],菜品,热菜,
五香卷,菜品,热菜,
洋芋粑粑,菜品,热菜,
宫廷土豆（下饭伴侣）,菜品,热菜,
（老板强推）秘制鸡公煲小煲（不含米饭）,菜品,热菜,
麻辣香锅口味,菜品,热菜,
【半只】北京烤鸭（我要片皮）,菜品,热菜,
酥肉小锅+米饭,菜品,热菜,
鱼香茄子,菜品,热菜,
网红爆款☞吉道～『蜜汁味』-《整只》,菜品,热菜,
秘制鸡公煲（小份）（不含米饭）,菜品,热菜,
糖炒栗子大份500g（送100g自选花生瓜子）,菜品,热菜,
酸辣土豆丝|超值款,菜品,热菜,
五花肉+排骨炖白菜粉条（流哈喇子）,菜品,热菜,
四季豆外婆菜爆肉肠（微辣）,菜品,热菜,
肉沫蒸蛋 l Q弹滑嫩,菜品,热菜,
咸蛋黄豆腐煲,菜品,热菜,
招牌鸡公小煲,菜品,热菜,
鸡公煲（小煲）,菜品,热菜,
福利‼️麻辣豆腐(小份),菜品,热菜,
锅包肉,菜品,热菜,
【收藏0元购】红烧鸡腿原价8.8,菜品,热菜,
收藏有礼点击右上角五角星收藏！（黑椒鸡块2块，限购一份）,菜品,热菜,
招牌臭豆腐,菜品,热菜,
番茄炒鸡蛋,菜品,热菜,
糖炒栗子大份,菜品,热菜,
鸭演四宝(需要分开放或辣椒醋请备注),菜品,热菜,
铁板炒年糕,菜品,热菜,
香菜牛肉,菜品,热菜,
【开业酬宾】招牌大鸡腿（限量50个）,菜品,热菜,
虾酥（葱油饼）,菜品,热菜,
自选一人套餐（带米饭）,菜品,热菜,
农家小炒肉❤️鲜五花（辣椒比肉还好吃⭐）,菜品,热菜,
黑豆花水煮牛肉单人餐（含米饭）,菜品,热菜,
咖喱土豆,菜品,热菜,
御膳大盘鸡单人餐,菜品,热菜,
鸡蛋柿子,菜品,热菜,
土豆丝，（微辣）,菜品,热菜,
土豆❤,菜品,热菜,
焖子(份),菜品,热菜,
臭豆腐,菜品,热菜,
优质牛肉小炒+糖蒜加鸡蛋,菜品,热菜,
冲量特惠】招牌砂锅鸡公煲+土豆片+送米饭,菜品,热菜,
热糖炒栗子（迁西）310,菜品,热菜,
酸辣土豆丝（福利下饭菜）,菜品,热菜,
【单人套餐】片皮烤鸭+送饼菜酱+椒盐鸭架,菜品,热菜,
【 招牌老三样】  桂林必吃经典,菜品,热菜,
小盘鸡,菜品,热菜,
黑毛肚毛血旺单人餐,菜品,热菜,
广式盐焗鸡,菜品,热菜,
小熊荷包鸡～《蜜汁味》,菜品,热菜,
半只烤鸭+饼16张+葱黄瓜组合+甜酱2盒,菜品,热菜,
桥头排骨+桥头炸肉,菜品,热菜,
【爆款热销】秘制排骨+猪肉条（双拼大份）,菜品,热菜,
回锅牛肉,菜品,热菜,
蒜香茄子炒豆角（微辣）,菜品,热菜,
豆腐丸子,菜品,热菜,
狮子头,菜品,热菜,
【非遗】小份黄焖鸡（含一份米饭,菜品,热菜,
湖南辣椒炒肉【经典款】,菜品,热菜,
椒盐排条（热气猪大排）,菜品,热菜,
北京果木烤鸭(半只＋饼1+葱1+酱1包),菜品,热菜,
鸡公煲【小煲】（不含米饭哦),菜品,热菜,
卤炸鸭脖,菜品,热菜,
酱油蒸蛋,菜品,热菜,
贵州遵义鲜烤鸡单人餐,菜品,热菜,
素炒土豆丝,菜品,热菜,
外婆红烧肉,菜品,热菜,
大鸡大利|单人套餐,菜品,热菜,
蒙古手撕烤鸡一只（中辣）,菜品,热菜,
烤鸡全翅（新店亏本卖）,菜品,热菜,
原汁原味清炖牛腩（主食自选）,菜品,热菜,
烤鸭半只（1-2）人餐送椒盐鸭架,菜品,热菜,
(精品无鸭架) 北京烤鸭1人餐饼1酱1葱黄瓜双拼,菜品,热菜,
【22周年店庆】奶酸菜鱼【单人份】（不含米饭）,菜品,热菜,
招牌五香荷包鸡～《整只》,菜品,热菜,
湖南土辣椒 l 农家小炒肉,菜品,热菜,
【新客专享】无骨酸菜鱼（单人份，赠米饭）,菜品,热菜,
香酥全翅（1个）,菜品,热菜,
粉丝福利~享甄选菜品一份（限一份，多点不送~）,菜品,热菜,
招牌排骨（大份）,菜品,热菜,
超值小食三选一（限购一份多点不推不送）,菜品,热菜,
牛肉炒西兰花,菜品,热菜,
排骨炖豆角土豆(一份米饭)非净排,菜品,热菜,
红烧茄子,菜品,热菜,
鲜得来肉末炖蛋（无法免葱））,菜品,热菜,
招牌｜蜜汁风味荷包鸡～整只（不辣）,菜品,热菜,
酒香草头,菜品,热菜,
红烧鸡腿,菜品,热菜,
小鸡公煲不含米饭,菜品,热菜,
【本店霄冠】招牌鸡煲单人餐（小份）,菜品,热菜,
冲单爆款【1斤铁锅鲜炒鸡】主食自选,菜品,热菜,
招牌三鲜砂锅,菜品,热菜,
【升级版多肉】七荤八素海量配菜爆款下饭锅,菜品,热菜,
老武汉臭豆腐,菜品,热菜,
小锅鸡腿堡（不含米饭）,菜品,热菜,
糖醋荔枝肉丨小甜甜,菜品,热菜,
老成都盐菜回锅肉（桌桌必点）,菜品,热菜,
老成都盐菜回锅（桌桌必点）,菜品,热菜,
红烧排骨,菜品,热菜,
+❤️茶油蒸蛋,菜品,热菜,
土杭椒炒鸡蛋|小鲜辣,菜品,热菜,
番茄炒蛋｜小搭档,菜品,热菜,
铁板椒麻鸡（本菜品不接受任何备注米饭需单点）,菜品,热菜,
b炭烤浙大大鸡腿（去骨一切两半）,菜品,热菜,
干锅鸡+5配菜+米饭,菜品,热菜,
鸡公煲{不带米饭},菜品,热菜,
[精选]北京烤鸭半只（送饼15张酱1葱黄瓜1）,菜品,热菜,
京都香味铁板鸭（半只）加米饭,菜品,热菜,
番茄炒蛋,菜品,热菜,
招牌烤大鸡腿（新华送宿舍楼下）,菜品,热菜,
鲜香炒鸡+配菜+米饭,菜品,热菜,
【两荤两素】荤菜双拼自选*2+现炒素菜*2+米饭new,菜品,热菜,
佐料猪肉丝,菜品,热菜,
糖炒栗子小份(300g),菜品,热菜,
点⭐️福利购麻婆豆腐I酸辣土豆丝2选1,菜品,热菜,
招牌野兽烤鸡（进店必买，超级好吃）,菜品,热菜,
【招牌推荐】恩施特色宋鸭子一整只,菜品,热菜,
猪肉白菜炖粉条（不含主食）,菜品,热菜,
辣椒炒肉｜当天采购新鲜的猪肉,菜品,热菜,
拆骨肉炒荷包蛋（湖南老师傅掌勺）,菜品,热菜,
五花肉泡菜锅,菜品,热菜,
小炒黄牛肉（中辣）(不含米饭),菜品,热菜,
干锅包菜1份(麻辣),菜品,热菜,
两荤一素,菜品,热菜,
豆角炒土豆,菜品,热菜,
鸡公煲（小）不含米饭,菜品,热菜,
卤味卤香！茶叶蛋蛋（1颗）,菜品,热菜,
梅菜扣肉【单人份|不配饭】,菜品,热菜,
【镇店之宝】猪肉白菜炖粉条（主食自选））,菜品,热菜,
【爆款热销】秘制排骨＋肉条（双拼大份）,菜品,热菜,
猪脚饭＋肉卷2块＋青菜＋酸菜＋卤蛋+例汤,菜品,热菜,
土豆,菜品,热菜,
秘制鸡公煲,菜品,热菜,
莲白,菜品,热菜,
经典三杯鸡,菜品,热菜,
招牌烤鱼烤巴沙鱼2人份（打包盒装）,菜品,热菜,
口水鸡,菜品,热菜,
椒盐蘑菇,菜品,热菜,
泡椒田鸡王（尊贵2斤）,菜品,热菜,
手撕包菜,菜品,热菜,
青椒爆财鱼,菜品,热菜,
骆家鸡一只,菜品,热菜,
藕带炒牛肉（本店招牌推荐）,菜品,热菜,
摇滚炒鸡单人餐,菜品,热菜,
麻辣豆腐（米饭单点）,菜品,热菜,
农家爆炒鸡（大口吃肉）,菜品,热菜,
【开业福利】红烧大鸡腿免费送（限量50个！）,菜品,热菜,
绿草地辣椒炒肉【湖南代表菜，下饭如有神】,菜品,热菜,
来一份牛杂拼牛腩煲+米饭~超值双拼！,菜品,热菜,
（嘎嘎香）猪肉炖白菜粉条+米饭,菜品,热菜,
招牌炸排骨+招牌炸肉（双拼）,菜品,热菜,
尖椒炒鸡蛋,菜品,热菜,
经典原味牛肉小锅（+蘸碟）,菜品,热菜,
糖醋··铁板鸡架（镇店之宝.忆盛京味道）,菜品,热菜,
湘西土匪鸭（带米饭）,菜品,热菜,
肉沫茄子,菜品,热菜,
铁板里脊肉片,菜品,热菜,
比其他家好吃水西门烤鸭四分之一（带卤汁）,菜品,热菜,
【火爆全网】网红瀑布土豆丝（限1份）,菜品,热菜,
素菜砂锅,菜品,热菜,
东北锅包肉小份,菜品,热菜,
老式锅包肉（精选猪里脊）假一赔十（赠送10种配菜）,菜品,热菜,
酥肉小锅（含米饭）,菜品,热菜,
黄焖地锅鸡贴饼+主食,菜品,热菜,
招牌秘制鸡公煲（小份）,菜品,热菜,
桥头排骨,菜品,热菜,
加鸡蛋,菜品,热菜,
单人份酸菜鱼 可选另外口味,菜品,热菜,
酥肉小锅 锅底可选 送一份米饭,菜品,热菜,
微锅脆皮鸡,菜品,热菜,
经典酱香牛腩煲,菜品,热菜,
猪仙人桥头炸排骨【大份】,菜品,热菜,
经典臭豆腐,菜品,热菜,
水蒸蛋（单点不送）《没饭》,菜品,热菜,
招牌特色椒盐牛蛙（大份4只）,菜品,热菜,
精品砂锅,菜品,热菜,
麻步大排,菜品,热菜,
辣椒炒肉+大米饭,菜品,热菜,
蜜汁锅包肉,菜品,热菜,
爆炒鸡肉片,菜品,热菜,
李叙青烤鸭（小小份）,菜品,热菜,
卤藕回锅牛肉,菜品,热菜,
杂烩,菜品,热菜,
酸萝卜炒黄牛肉⭐新鲜现切,菜品,热菜,
啫啫煲花菜,菜品,热菜,
烤鸭手撕烤鸭半只➕米饭➕小菜（自选）,菜品,热菜,
土豆丝,菜品,热菜,
精选烤鸭单人套餐15,菜品,热菜,
【整只推荐】现做香酥鸭一只,菜品,热菜,
十元肉排,菜品,热菜,
（本店招牌）隆江猪脚饭+时蔬,菜品,热菜,
青花椒炒鸡小份＋米饭,菜品,热菜,
小葱煎豆腐,菜品,热菜,
干拌臭豆腐（小份）,菜品,热菜,
【金字招牌】上南香酥鸡柳（大份）,菜品,热菜,
手撕鸭半只,菜品,热菜,
干炸杏鲍菇,菜品,热菜,
可乐鸡翅根2根,菜品,热菜,
干锅肥牛,菜品,热菜,
湘式小炒肉（厨师长推荐）,菜品,热菜,
鲜切生烫-吊龙,菜品,热菜,
水煮肉➕米饭,菜品,热菜,
【店铺热销TOP①】烤鸭半只（撕好）,菜品,热菜,
蚵仔煎,菜品,热菜,
西兰花/两,菜品,热菜,
招牌无骨酸菜鱼,菜品,热菜,
玉兰饼(一只),菜品,热菜,
宫保鸡丁（超好卖哦）（不含米饭）,菜品,热菜,
姜葱醋炒鸡（本店招牌推荐）,菜品,热菜,
牛肉粉丝煲,菜品,热菜,
排骨红烧,菜品,热菜,
生炒黄牛肉【门店分量，现炒】,菜品,热菜,
酸辣土豆丝 l 丝索人生,菜品,热菜,
烤羊肉串,菜品,热菜,
小～鸡公煲（不含米饭）,菜品,热菜,
经典美食-大锅菜送馒头,菜品,热菜,
老上海糖醋排条【商圈热销】,菜品,热菜,
【招牌】炸土豆（15片）,菜品,热菜,
烫地瓜叶（招牌）,菜品,热菜,
大头年糕煲,菜品,热菜,
『家喻户晓』爆炒叫堂鸡（不含米饭）,菜品,热菜,
特价4.88元烤中翅/鸡架/鱿鱼片三选一（限购一份）,菜品,热菜,
【新客品尝】沂蒙炒鸡1斤～含主食,菜品,热菜,
⭐老北京果木烤鸭(半只)【10张饼】,菜品,热菜,
⭐【传承特色】奥尔良蜜汁烤鸡（整只现烤）不辣,菜品,热菜,
（必点）招牌金汤无骨鱼单人份+配菜+1米饭,菜品,热菜,
手撕烤鸭半只➕米饭,菜品,热菜,
茄子（微辣）,菜品,热菜,
土豆条焖豆角,菜品,热菜,
爆炒一斤辣子鸡+青椒+配菜自选+米饭,菜品,热菜,
石锅黑鱼1-2人份）（不含米饭可另加配菜）,菜品,热菜,
招牌红烧肉|肥而不腻【包含米饭】,菜品,热菜,
爆炒牛肉丨炊烟小炒,菜品,热菜,
爆燥鸡公虾婆+米饭,菜品,热菜,
可乐鸡翅根,菜品,热菜,
馋嘴炭烤牛蛙【2人份】,菜品,热菜,
芙蓉水蒸蛋,菜品,热菜,
【超值单人】北京烤鸭单人份‖送饼酱葱黄瓜+炸鸭架,菜品,热菜,
刀豆炒肉丝（本店招牌推荐）,菜品,热菜,
精选香辣烤蹄,菜品,热菜,
招牌烧鹅,菜品,热菜,
【老板力荐】大份黄焖鸡+任选2个蔬菜+米饭,菜品,热菜,
番茄炒蛋【少油版】,菜品,热菜,
盐菜回锅肉（家乡味道）,菜品,热菜,
糖炒栗子(贡栗)500克,菜品,热菜,
菠菜炒蛋ツ维生素遇上蛋白质,菜品,热菜,
【强荐】蜜汁荷叶烤鸡（整只）,菜品,热菜,
脆皮香酥鸭(半只装不含米饭）,菜品,热菜,
秘制鸡公煲（不含米饭）,菜品,热菜,
地三鲜刘师傅,菜品,热菜,
凤爪,菜品,热菜,
黄石秘制土豆片（微辣）,菜品,热菜,
青椒炒肉,菜品,热菜,
脆皮五花肉（包含米饭蔬菜）,菜品,热菜,
卤煮火烧,菜品,热菜,
豆角茄子,菜品,热菜,
酱爆茄子,菜品,热菜,
【爆款】鸡丁米线,主食,粉,米线
二十一年经典牛肉粉,主食,粉,米线
招牌炸酱小锅米线,主食,粉,米线
鲜切吊龙肉酱米线,主食,粉,米线
招牌原味螺蛳粉,主食,粉,其他粉
老板推荐！炸蛋螺蛳粉（吸汁大炸蛋）,主食,粉,其他粉
【网红爆款】炸蛋螺蛳粉,主食,粉,其他粉
招牌螺蛳粉,主食,粉,其他粉
招牌鸡肉炒米粉,主食,粉,米线
鸡肉炒米粉,主食,粉,米线
招牌鸡丁米线,主食,粉,米线
鲜鱼糊汤粉,主食,粉,米线
鸡丁米线,主食,粉,米线
经典鸡肉炒米粉,主食,粉,米线
【新客专享】招牌鸡肉炒米粉+配菜+新疆馕饼,主食,粉,米线
酱香鸡肉炒米粉,主食,粉,米线
鲜牛肉番茄米线【可加辣】,主食,粉,米线
【爆款热销】黄金炸蛋+招牌柳州螺蛳粉,主食,粉,其他粉
【招牌老三样】◆ 桂林必吃经典（牛肉+锅烧+叉烧）,主食,粉,米线
酸汤生滚牛肉粉,主食,粉,米线
湿炒牛肉粿,主食,粉,米线
*老板推荐！炸蛋螺蛳粉（吸汁大炸蛋）,主食,粉,其他粉
招牌螺蛳粉（小）,主食,粉,其他粉
原味螺蛳粉,主食,粉,其他粉
招牌林科大螺蛳粉,主食,粉,其他粉
潮界湿炒牛肉河粉,主食,粉,其他粉
酸辣笋尖粉,主食,粉,米线
双蛋双肉肠粉,主食,粉,其他粉
黄金炸蛋螺蛳粉,主食,粉,其他粉
【招牌】原味螺蛳粉,主食,粉,其他粉
【 招牌老三样】  桂林必吃经典,主食,粉,米线
招牌羊肉粉,主食,粉,米线
鸭血粉丝汤,主食,粉,其他粉
老鸭粉丝汤,主食,粉,其他粉
招牌炸酱小锅米线（不好吃-包退换）,主食,粉,米线
招牌牛肉铜锅米线,主食,粉,米线
招牌老三样干捞粉,主食,粉,米线
原味鸡蛋炒粉干,主食,粉,米线
原味柳州螺蛳粉,主食,粉,其他粉
【招牌老三样】桂林必吃经典,主食,粉,米线
牛肉粉,主食,粉,米线
鸡蛋瘦肉肠粉（店长推荐）,主食,粉,其他粉
鲜鸡汤-砂锅双档粉丝汤（弄堂文化•上海特色）,主食,粉,其他粉
螺蛳粉,主食,粉,其他粉
⭐进店必吃！吸汁炸蛋螺蛳粉,主食,粉,其他粉
招牌鲜牛肉牛丸粿条汤【标准】,主食,粉,米线
招牌原味杀猪肉粉,主食,粉,米线
鸡丁米线（推荐）,主食,粉,米线
【爆款必点】酱香鸡肉炒米粉（热巴同款）,主食,粉,米线
招牌酸辣粉,主食,粉,其他粉
【爆款推荐】全家福砂锅米线,主食,粉,米线
米线糊肉羹,主食,粉,米线
【网红爆款】炸蛋螺蛳粉（爱臭宝版）,主食,粉,其他粉
花溪酸菜牛肉粉,主食,粉,米线
【网红爆款】炸蛋螺蛳粉ฅ ̳͒•ˑ̫• ̳͒ฅ♡,主食,粉,其他粉
【开业福利】招牌牛肉牛丸汤粿面,主食,粉,米线
小锅米线（无餐盒）,主食,粉,米线
鲜烫牛肉米线（清汤清淡口味）,主食,粉,米线
豆花粉丝,主食,粉,其他粉
三鲜粉（附蘸水）,主食,粉,米线
牛肉鸡蛋炒米粉（铁锅猛火爆炒）,主食,粉,米线
小锅米线,主食,粉,米线
【店铺热销】 黄金炸蛋+招牌柳州螺蛳粉,主食,粉,其他粉
花溪牛肉粉（红烧牛肉、自制酸菜）,主食,粉,米线
炸蛋螺蛳粉,主食,粉,其他粉
*裂墙推荐！炸蛋螺蛳粉（吸汁大炸蛋）,主食,粉,其他粉
牛肉雪里红扁粉（微辣）,主食,粉,米线
招牌！柳州螺蛳粉,主食,粉,其他粉
羊肉粉,主食,粉,米线
鸭血粉丝,主食,粉,其他粉
⭐️热巴同款｜鸡肉炒米粉（95%老客选择）,主食,粉,米线
经典花甲海鲜粉（送鸭血）,主食,粉,米线
酸辣笋尖米粉,主食,粉,米线
酸辣笋尖牛肉粉,主食,粉,米线
招牌柳州螺蛳粉,主食,粉,其他粉
升哥杂酱米线【点吧！不后悔】,主食,粉,米线
牛肉牛肉丸粿条,主食,粉,米线
麻辣粉丝.,主食,粉,其他粉
【本店招牌】鸡肉炒米粉（热巴同款）,主食,粉,米线
杂酱牛肉米线,主食,粉,米线
特色羊肉粉(全羊肉),主食,粉,米线
豆花米线（无汤）,主食,粉,米线
招牌升哥酸辣粉【99%顾客必点】,主食,粉,其他粉
普通菊花米线,主食,粉,米线
【经典】原味螺蛳粉,主食,粉,其他粉
招牌牛肉.炒米粉+鸡蛋.时蔬,主食,粉,米线
鸡肉炒米粉（掌柜推荐）,主食,粉,米线
【招牌闽南特色自选沙茶面/米线】很实惠！,主食,粉,米线
招牌杀猪粉•有肉有蛋/中份,主食,粉,米线
【群众推荐】招牌鸡肉炒米粉（销量Top.1）,主食,粉,米线
进店必点！招牌云南酸菜黄牛肉小锅米线,主食,粉,米线
老友猪肉扁粉,主食,粉,米线
【点评推荐】大炸蛋螺蛳粉YYDS,主食,粉,其他粉
两荤全素,主食,粉,米线
♨♨招牌鸡丁米线,主食,粉,米线
单人份（全部素菜+2种荤菜+4两米线）套餐,主食,粉,米线
⭐老板推荐⭐炸蛋螺蛳粉（吸汁大炸蛋）,主食,粉,其他粉
（热销招牌）酱香鸡肉炒米粉,主食,粉,米线
【网红爆款】炸蛋螺蛳粉YYDS,主食,粉,其他粉
城市特色菜|-吴川-招牌砂锅粉,主食,粉,其他粉
*推荐*炸蛋螺蛳粉,主食,粉,其他粉
子母粉丝（招牌必点）,主食,粉,其他粉
招牌炸酱小锅米线（五周年庆特价）,主食,粉,米线
老奶米线(小碗),主食,粉,米线
真香警告️鲜切吊龙红酸汤米粉,主食,粉,米线
鲜切牛肉肉酱米线,主食,粉,米线
【爆款】鸡丁米线（红烧鸡丁自带微辣）,主食,粉,米线
妯娌老鸭粉丝汤,主食,粉,其他粉
潮汕湿炒牛肉粿条,主食,粉,米线
大理寺五种荤菜米线【本店招牌】,主食,粉,米线
鲜肉小锅米线,主食,粉,米线
爆款｜招牌鸡肉炒米粉,主食,粉,米线
鲜肉蛋肠粉,主食,粉,其他粉
牛肉粉丝汤,主食,粉,其他粉
小锅肉酱老豆腐粉,主食,粉,米线
米粉汤,主食,粉,米线
招牌丨鲜汤螺肉螺蛳粉,主食,粉,其他粉
五谷酸辣鱼粉,主食,粉,米线
五谷酸辣渔粉（立店招牌）,主食,粉,米线
❤️招牌肥汁炸酱米线➡️酸辣得劲灵魂浓汤,主食,粉,米线
【镇店】酸菜泡椒牛肉米线,主食,粉,米线
老板推荐！炸蛋螺蛳粉,主食,粉,其他粉
16.88元锅（一人份）,主食,粉,米线
【鲜螺熬汤】经典螺蛳粉+鹌鹑蛋2个,主食,粉,其他粉
虎皮凤爪螺蛳粉,主食,粉,米线
鸡肉热米线,主食,粉,米线
特色海鲜炒粉干,主食,粉,米线
水煮肉片米线,主食,粉,米线
肉沫米粉,主食,粉,米线
好吃必嗦丨招牌原味螺蛳粉,主食,粉,其他粉
招牌炸酱小锅米线（好评福利）,主食,粉,米线
五谷招牌渔粉（店长推荐）,主食,粉,米线
招牌肉酱米线（肉酱不单放）米线单独装请备注,主食,粉,米线
阿妹羊肉粉,主食,粉,米线
招牌蒜蓉锡纸花甲【自熬蒜蓉没冲味】粉丝需单点,主食,粉,其他粉
招牌鱼粉,主食,粉,米线
原味螺蛳粉【本店招牌】,主食,粉,其他粉
贵州酸汤鲜牛肉米粉,主食,粉,米线
【本店热销】招牌羊肉粉（30克羊肉）,主食,粉,米线
砂锅米线,主食,粉,米线
招牌-雪花肥牛米线,主食,粉,米线
网红酱香鸡肉炒米粉（热巴同款）,主食,粉,米线
羊肉粉  全羊肉(门店热销),主食,粉,米线
猪肉过手米线一碗（加萝卜汤）,主食,粉,米线
升哥招牌酸辣粉【99%顾客必点】,主食,粉,其他粉
招牌炸蛋螺蛳粉,主食,粉,其他粉
大口嗦粉｜红烧牛肉码子粉,主食,粉,米线
精品粉丝（必吃超有料）,主食,粉,其他粉
鸡肉炒米粉(掌柜推荐）,主食,粉,米线
13.88元米线,主食,粉,米线
炸蛋螺蛳粉,主食,粉,米线
一荤全素一份米线,主食,粉,米线
炸蛋螺蛳粉·好吃到停不下来,主食,粉,其他粉
【招牌炸酱】小锅米线,主食,粉,米线
鸡蛋十小鲜肉银丝粉,主食,粉,米线
砂锅鲜粉,主食,粉,米线
贵阳牛腩酸汤米粉,主食,粉,米线
红油米线,主食,粉,米线
（特惠）六荤六素米线套餐,主食,粉,米线
（热巴同款）酱香鸡肉炒米粉,主食,粉,米线
招牌炸酱小锅米线【两周年特价】,主食,粉,米线
大理（五种荤菜）过桥米线7两,主食,粉,米线
麻辣鸡肉米线,主食,粉,米线
普通,主食,粉,其他粉
招牌牛肉粉（老板推荐）,主食,粉,米线
经典锡纸花甲粉,主食,粉,其他粉
【爆款】双蛋双肉肠粉,主食,粉,其他粉
❤️招牌 | 辣鸡沙煲粉,主食,粉,米线
秘制炸酱干捞米线（无汤）,主食,粉,米线
全料泡蛋粉,主食,粉,米线
米线（小锅）,主食,粉,米线
(销量第一)招牌酸辣粉,主食,粉,其他粉
鸡蛋瘦肉肠粉,主食,粉,其他粉
14元锅（一人份）,主食,粉,米线
招牌老鸭汤粉丝汤,主食,粉,其他粉
鸡肉新疆炒米粉,主食,粉,米线
(加蛋）桥头粉丝煲,主食,粉,其他粉
状元肥牛米线【肥牛＋牛肉丸】,主食,粉,米线
【乌拉拉同款⭐】徐州酱香肉酱米线,主食,粉,米线
特色猪杂老友粉,主食,粉,米线
鸡肉米线,主食,粉,米线
肉酱多多的酸辣粉,主食,粉,其他粉
鸡肉炒米粉+馕,主食,粉,米线
大嘴巴至臻招牌鸡肉酸辣粉,主食,粉,其他粉
小份过桥米线(三荤七素),主食,粉,米线
需要餐具,主食,粉,米线
陵水酸粉,主食,粉,米线
招牌羊肉粉-,主食,粉,米线
【招牌必点】云南炸酱鲜肉小锅米线,主食,粉,米线
【用心制作】招牌原味螺蛳粉,主食,粉,其他粉
复购万单！【五荤五素】炸酱米线,主食,粉,米线
牛肉粉丝,主食,粉,其他粉
白菜肠粉/不含送辣椒/备注无效,主食,粉,其他粉
本店热榜【招牌】杀猪粉,主食,粉,米线
招牌原汤螺蛳粉,主食,粉,其他粉
鸡肉炒米粉（老板推荐）,主食,粉,米线
直呼过瘾！金丝炸蛋螺蛳粉（超超超吸汁）套餐,主食,粉,其他粉
冬粉鸭,主食,粉,其他粉
嫩牛肉粿条汤(嫩肉＋4个丸子＋生菜）,主食,粉,米线
一人份,主食,粉,米线
河粉1份,主食,粉,其他粉
十年经典牛肉粉(不辣）,主食,粉,米线
鸭血粉丝（加料另点不外带）,主食,粉,其他粉
（完美推荐）瘦肉+鸡蛋+生菜+肠粉(送饮料),主食,粉,其他粉
湖头米粉（丝瓜美味可口）瘦肉羹米粉汤,主食,粉,米线
猪油拌粉,主食,粉,米线
招牌*原味螺蛳粉+6种配菜（大骨鲜汤，每日现熬）,主食,粉,其他粉
【招牌炸酱】小锅米线（进店必吃）,主食,粉,米线
鸡蛋+瘦肉肠粉,主食,粉,其他粉
【头牌】白露塘杀猪粉（小份） | 正宗湖南郴州米粉一绝,主食,粉,米线
招牌炸酱小锅米线(镇店之宝限量特价）,主食,粉,米线
鸡蛋瘦肉肠粉（酱料分装）,主食,粉,其他粉
招牌炸酱小锅米粉（汤底自带一点点辣）,主食,粉,其他粉
粉丝,主食,粉,其他粉
【网红爆款】炸蛋螺蛳粉ฅ ̳͒•ˑ̫• ̳͒ฅ♡（吸汁大炸蛋,主食,粉,其他粉
招牌花甲粉,主食,粉,其他粉
鸭血粉丝汤（中）,主食,粉,其他粉
纯手工“炸蛋”螺蛳粉,主食,粉,其他粉
